,Stock Name,Number of Feartures Selected,Train R^2,Train Correlation,Train MAE,Train Directional Accuracy,Test R^2,Test Correlation,Test MAE,Test Directional Accuracy,EBITDA,Management - Balancesheet Net Debt To Equity - Average,Management - Capital Discipline  Avg ( delta Earn For Common/delta Capital Employed),People Filter Avg (Sales/Employee),Strategy Filter EBITDA CAGR, Revenue CAGR, Margin CAGR,Financial Filter ( Last 3 Year Data ) ROE Avg, Free Cash Flow Avg,US IP IP Index Last Price,EU EUCCEMU Index Last Price,EU ECCPEMUY Index Last Price,Chinese Renminbi USDCNY Curncy Last Price,Japanese Yen USDJPY Curncy Last Price,Indian Rupee USDINR Curncy Last Price,LME Copper LMCADY Comdty Last Price,S&P 500 SPX Index Last Price,Germany EHUPDE Index Last Price,Italy EHUPIT Index Last Price,Hibor HIHD03M Index Last Price,Topix Japan TPX Index Price Earnings Ratio (P/E),MSCI China MXCN Index Price Earnings Ratio (P/E),MSCI Asia Pacific MXAP Index Price Earnings Ratio (P/E),India Commercial Credit INCMCREY Index Last Price, FDTGOFSF Index PX_LAST, FDTGOFSF Index PX_LAST.1, MXAPJ Index PE_RATIO, MXAPJ Index RETURN_COM_EQY, JAPAN (10 YEAR ISSUE) GTJPY10Y Govt,1D China CNCPIYOY Index Last Price,1D LME Copper LMCADY Comdty Last Price,1D UBS US real estate bubble index CHBBNYC Index Last Price,1D France EHUPFR Index Last Price,1D Japan OEJPDGBO Index Last Price,1D Libor US0003M Index Last Price,1D S&P500 SPX Index Price Earnings Ratio (P/E),1D  VIX Index PX_LAST,1D  SHASHR Index PE_RATIO,1D  SPX Index PX_LAST,2D EU ECCPEMUY Index Last Price,2D LME Copper LMCADY Comdty Last Price,2D UK EHUPGB Index Last Price,2D S&P500 SPX Index Price Earnings Ratio (P/E),2D  VIX Index PX_LAST,2D  FDTGOFSF Index PX_LAST,2D  FDTGOFSF Index PX_LAST.1,2D  SHASHR Index PX_TO_BOOK_RATIO,2D  SHCOMP Index PX_LAST,2D  SPX Index PE_RATIO,2D  SPX Index PX_TO_BOOK_RATIO
10,CMCSA UW Equity,13,0.8609813697888926,0.9278908178168874,0.0869237839020229,89.55223880597015,-0.3795260953725301,0.4285346213150497,0.18314744095792937,68.96551724137932,-0.10013850041117862,0.0,0.0,5.937680362180246,-0.07654213791543854,0.2289928960927256,0.0,0.0,0.0,0.19097248439872264,0.0,0.0,0.0,-0.09097090710386867,0.0,0.0,0.0,0.0,0.0,0.12859001934373374,0.0,0.0,0.0,0.0,-0.09186896687956775,-0.09186896687958374,-1.2761112387479798,-0.535927695154165,0.0,0.0,0.0,0.0,0.0,0.06138220771190164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005247153119010701,0.0,0.0,0.0
11,COP UN Equity,26,0.9143060820186046,0.9561935379506623,0.06746359639464704,90.0,0.8648045336406021,0.9336278328032388,0.08777541255831366,82.85714285714286,0.2506415041209096,-5.7635696070617914,0.0,0.0,-0.3660991894620633,0.2947428241438603,0.08197629037838354,-0.24704344900429126,0.0,-0.28870354891991573,0.22006745446352957,-0.07149795073504776,0.8112351630790815,0.08173750840963645,0.0,0.0,-0.08397914316898748,-0.2389927016393075,0.0,0.0,0.07814360997536458,-0.021806112986493247,-0.02180611298642952,0.0,0.12558228451800627,0.12558228451798983,0.10762291699003267,0.2796489484324568,0.0,0.0,0.0,-0.033408649463374004,0.06445051142095173,0.0,0.0,0.0,-0.014787285340846622,-0.027600458655462675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018522367081306442,0.0,0.0
12,COST UW Equity,26,0.8561754358177294,0.9252974850380447,0.07333762792211314,88.77551020408163,0.8101767511066573,0.9084339328832318,0.09911706237739473,88.09523809523809,0.0,0.726476386004041,0.0,-0.8594316251051145,0.0,0.0,-0.06260954464143352,-0.5767131255472018,-0.149185632116004,0.07187438591834233,0.0,-0.12557065227061154,0.0,0.0,0.0,0.0,-0.0926372314293418,0.0,-0.09815614382466929,0.08392303595154506,0.0,0.031889114293838866,0.03188911429383848,0.0375866235689824,-0.06727610744939824,-0.06727610744939833,-0.02182038455529963,0.0,0.01755282156128435,0.0,-0.02546303404550386,0.0,0.06804912085751931,-0.029325097883978777,0.028086004577506606,0.0,-0.026446533033174933,0.0,0.0,-0.030202133514532947,0.0,0.0,0.0,-0.02911416298175219,0.0,0.0,-0.04327897676680858,0.0,0.04070787019516773,0.0
13,CSCO UW Equity,18,0.9265980600240081,0.9625996364138144,0.13135273851362983,94.89795918367348,0.8574029507972396,0.9290574981235806,0.16052195798757166,95.23809523809523,0.0,0.0,0.0,0.0,0.09901847121674545,0.0,0.0,1.1134778150785847,0.0,0.8334606085155215,-0.19305191378233041,-0.11054570721247879,0.0,0.25020001266142405,0.11928374498264833,0.0,-0.6084621512650168,0.4327777668845248,0.0,-0.14364726484252738,0.0,0.024932625596907995,0.024932625596912186,0.0,0.0880187578914108,0.08801875789140896,0.0,-0.38729081500296936,0.0,0.0,-0.06035599803362794,0.0,0.0,0.0,0.0399042286272177,0.0,0.0,0.0,0.03189394842007321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,CVS UN Equity,25,0.8289083126480358,0.9104440195025916,0.10343163817406494,92.3913043478261,0.4906136038091883,0.7826378025398241,0.15746029375788076,87.5,0.0,0.0,-7.229269287040666,5.012986061897351,-0.41798481302520185,0.27942979893128445,0.0,0.0,0.2154245743705654,0.19702262686848113,-0.14814211626042456,0.0,0.2713411905164874,-0.23113386922589088,0.0,0.0,0.0,0.0,-0.3770005973868664,0.0,0.13861938365540977,-0.10075691531941766,-0.10075691531950426,0.0,0.0,0.0,0.0,-0.07124323236015315,0.0,0.0,-0.060089140297169955,0.0,-0.0727550388224593,0.0,0.03271290322186632,0.0,0.0,-0.03941643357277191,0.0,0.0,0.05706030563570023,0.0,0.0,0.0,-0.025539294889332115,-0.02553929488932329,0.09095027832259014,-0.09144745592037655,0.0538290495498003,-0.04780447806953393
15,CVX UN Equity,16,0.8215128062284851,0.906373436409345,0.06440746768672637,88.17204301075269,0.7393270503692233,0.8793234722570683,0.08009283808851439,87.5,0.08691405868257988,10.159709935017844,0.0,1.2575354333181914,-0.11479778857361432,0.0,0.0,0.3221269576698832,0.0,0.0,0.0,-0.05116626326444815,0.41780881189692726,0.0,0.11609551579972686,0.0,0.0,-0.09896890929453046,0.0,0.0,0.06867478403192148,0.0,0.0,0.0,-0.10183964271297448,-0.10183964271296515,-0.040095087342243804,0.0,0.0,0.0,0.0,-0.04992820896703121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0371789765787836,-0.027682066569124208
16,D UN Equity,14,0.6209277931226214,0.7879897163812618,0.09654520325495325,71.60493827160494,0.7232968781615715,0.8518943619675169,0.0834997651910647,86.11111111111111,0.0,0.0,-1.5396751814694825,-2.08941844255801,0.0,0.0,-0.03677601954740094,0.47980396575102674,0.0,0.0,0.0,-0.11658101234869167,0.0,-0.14459737882340218,0.10710428319512158,-0.09880042051962383,0.0,0.0,0.0,0.0,0.0,-0.04496114781772364,-0.044961147817723084,0.0,0.0,0.0,0.0,0.1524836624003043,0.0,0.0,0.0,-0.07773660168905665,-0.12273961740754374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029325047837593203,0.0,0.0,0.0,0.0,0.0,0.0
17,DHR UN Equity,25,0.8301140117750362,0.9111059278563808,0.08367729667485248,90.0,0.638022060410737,0.8183677172964055,0.12245002729840145,90.9090909090909,0.0,12.921846603419953,-7.232177701634218,0.0,0.0,-0.4411422125868138,0.0,-1.5639387813332162,0.0,0.30677572911422946,0.16929768317705124,-0.15216515927509455,-0.4090789486277339,0.09605379527569183,0.09010829994673758,0.0,-0.31774973447270793,0.360054471959428,0.3680054737171701,0.0,0.0,-0.016807804437054794,-0.016807804437070892,0.0,0.0,0.0,0.0,0.2203114113002678,0.039318578187135994,0.0,0.0,-0.04744103192238607,0.0,-0.038866571955328486,0.0,0.0,-0.04093165315242899,0.0,0.0,-0.03490120564137313,0.0,0.02887215473031645,-0.04790866290774486,0.0,0.0,0.0,0.0,-0.04803232406752612,0.0,0.027585790285168388
18,DIS UN Equity,20,0.8774862152901505,0.936742341997068,0.08043744786604651,86.45833333333334,0.772125557602452,0.8918088367987707,0.10993809710668156,85.71428571428571,-0.46220401187886895,0.0,9.296981963287376,0.0,0.0,0.0,0.0,1.3696589537529231,0.0,0.39480573067755304,-0.20505171696257643,-0.14212547770333983,0.47259009388395234,0.10505708194768337,0.0,0.0,-0.27482348879792373,-0.195756352771002,0.16922755930327518,0.0,0.06382907029346713,0.0,0.0,0.0,0.0,0.0,0.07696458837675016,0.0,0.09173734393980842,0.0,0.0,-0.09787607619522694,0.09122557502854749,0.043295300012545564,0.0,0.0,0.03600890540601324,0.0,0.0,-0.014847273738061027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,DUK UN Equity,27,0.8329289202376009,0.9126493961196712,0.09425953913868447,91.11111111111111,0.7162923210748934,0.8538050514329233,0.10708852825093772,84.61538461538461,-0.36018653331699324,0.0,0.0,1.3432105003337933,0.0,-0.11187722569090158,0.0,1.2192808151835197,0.06040504111995203,0.2185136275216583,0.0,0.0,0.4731995580590848,-0.16541653598025122,0.1302960715126455,0.0,-0.11334675648044511,-0.35474829641235617,0.3879939638487346,0.1686374132206311,0.08521137761721503,0.0,0.0,0.0,-0.32965729070635247,-0.3296572907063577,0.06984793777844306,0.13862137541341826,0.07082548882315844,0.0,0.0,0.0,0.0,-0.10698002899269707,0.0,0.03559723330432768,0.0,0.0,0.0,0.0,0.0,0.0,-0.04753373640514237,0.0,-0.02471799787243158,-0.02471799787243795,0.0,0.0,0.09151463075750757,-0.05308941203643045
20,EOG UN Equity,17,0.8640028990976967,0.9295175625547358,0.15091608628978406,85.71428571428571,0.7369952789697425,0.8661291293497984,0.14233858585813816,88.88888888888889,-3.769107291977478,-4.611746248924358,-1.6881490974976872,0.0,1.4560686437179056,-1.4942081248267876,0.0,-0.43647630609606064,-0.23384996323955945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7889567637061,0.0,-0.06804760493828364,-0.06076691888533867,-0.0607669188853531,0.0,0.0,0.0,0.12211369975581213,-0.19086066854098085,0.0,0.0,0.0,0.0,0.0,0.0,0.07613990834778728,0.0,0.0,0.0,0.0,0.0,0.0,0.058516012001415235,0.0,0.0,0.0,0.0,0.0,0.0,0.07061496972722847,0.0
21,GE UN Equity,24,0.9471336872551926,0.97320793628864,0.05788122010404997,88.77551020408163,0.9088051614232694,0.9537497929782305,0.07232588633692476,83.33333333333334,-0.10688781730120925,-1.8662425153072488,12.3310119389912,0.0,0.0,0.0,-0.24261656221246722,-1.321759981937255,-0.136784380296975,0.08674431475028345,0.0,-0.08077900514198594,0.5076263948215035,0.0,0.1431129519966878,0.0,-0.1778558287624129,-0.08164739308659191,0.31738368299516995,0.0,0.0,0.016669024896478493,0.016669024896206506,0.0,0.049782600089935444,0.04978260008931283,0.0,-0.09731036569804768,0.0,0.0,0.0,-0.0679542999020888,0.0,0.04759467689241463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008586159258274403,0.0,0.0,0.0,0.0,0.0,0.0,0.046375801245881976,-0.025371689153246797
22,HD UN Equity,22,0.9160164949907089,0.9570875064437465,0.085591093405303,89.0,0.8297637493516028,0.9150415424698389,0.12573970400680218,86.36363636363636,0.0,0.0,32.4503153406903,1.4646264471527785e-12,-0.5717722339876073,0.24328161664050288,0.4195944043599183,0.0,0.26756134833278705,0.18930859621695661,0.13915599898229536,-0.11825192418959249,0.0,0.0,0.0,0.3042504246198782,-0.490370851030562,0.0,0.6357103236691344,0.0,0.0,0.04512100813560544,0.04512100813444193,0.0,0.0,0.0,0.0,0.0,-0.05706984732007821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00857658899374419,-0.020615232195585968,0.0,0.0,0.0,0.02471596830302177,-0.026572763439303478,0.0,0.0,0.0,0.0,0.0,0.01194231692251221,-0.01599601478943883
23,HON UN Equity,19,0.8793688092896449,0.9377466658376588,0.08565057143781127,89.36170212765957,0.7239875903213352,0.8572952784171286,0.10339759457825437,85.36585365853658,0.748003406199615,-12.027564821190042,0.0,0.0,-0.29612221296601865,0.1836966678419082,0.0,0.0,0.0,0.0,0.0,-0.15172674504292047,0.0,0.0,0.2323323423400543,0.19868415305079515,-0.23328671965883527,-0.18478397608557082,0.05624768616165204,0.07697373647073927,0.11321447952475733,0.0,0.0,0.0,0.0,0.0,-0.0820223216954067,0.05777870013565196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06161874641205741,-0.023496705226934637,0.0,0.0,-0.03127151833294161,0.0,0.0,-0.048837162922347147,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,IBM UN Equity,21,0.8915221650130185,0.9442045143998293,0.07535153432662046,88.23529411764706,0.7800250751857946,0.9056992930138504,0.09971257604300648,90.9090909090909,-0.08340346367357257,-5.636054900439323,0.0,-2.4019631126842388e-15,0.0,-0.25942457874966307,-0.028089487869525174,-0.40696258075359965,-0.3206076133033455,0.12085253544885402,0.15947939003947076,-0.09410180789474598,-0.26122227379832924,0.0,0.20682405854048802,0.0,-0.3429970523195718,0.0,0.4034267936716945,0.0,0.0,0.018859503975656007,0.018859503975603334,0.0,0.0,0.0,0.0,0.11489486067746862,0.0,0.0,0.0,0.0,0.0,-0.05609827194824559,0.0,0.0,-0.01808649156620392,-0.02762513520662693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,INTC UW Equity,13,0.7778117475544888,0.8819363625310436,0.15098237572745501,84.0,0.7024606613178279,0.8448247167453361,0.19556604931080537,84.0909090909091,-0.32704436232754713,0.0,0.0,6.971599512177865,0.21296718658469782,0.0,0.0,0.0,0.0,0.4401456634336402,0.0,-0.20562586410284645,0.0,0.1559204310276033,0.0,0.0,-0.412421975991557,-0.26958684921539233,0.28986423707573705,0.0,0.0,0.0,0.0,0.17070814884570457,0.0,0.0,0.0,-0.2893676450856215,0.0,0.0,0.0,-0.10811466078800978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,JNJ UN Equity,16,0.6921289808381614,0.8319428951786064,0.06820538344580629,79.41176470588235,0.4719038036146812,0.7164587162040447,0.10235179737551472,68.88888888888889,-0.10516384286890168,0.0,0.0,-2.5377101592988014,0.0,-0.4146319705992229,-0.039653212054234624,-1.2729104530330595,0.28604021877551383,0.0,0.1726485234253345,0.0,0.0,0.0,0.0,0.0,-0.11960453612195195,0.0,0.0,0.039418946163863613,0.0,0.0,0.0,-0.0972330365459054,-0.14440724058085389,-0.14440724058086277,0.0,0.0974927792153503,0.0,0.0,0.04275502981941675,0.0,0.0,0.0,0.0,0.006845295475275156,0.0,0.0,0.0,0.0,0.0,0.0,-0.02721023813468497,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,KO UN Equity,15,0.8044467731890477,0.8969095680106479,0.06139425332317419,92.63157894736842,0.6069687372981892,0.7813792812640131,0.08810897264549908,78.57142857142857,0.0,0.0,0.9969772113886781,0.0,0.0,-0.5332762700280124,-0.07643699755814579,-0.35672296180049207,-0.06977779793367045,-0.10665983666286366,0.0,-0.03919021127132609,0.0,-0.04261010647595624,0.13942387979706358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22599474937011838,0.04096611458119219,0.0,0.0,-0.050710915679716,0.0,-0.015157587255986921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010141178675130676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,LLY UN Equity,16,0.7452724302313403,0.8632916252526378,0.08259438650824058,84.0909090909091,0.5945681761820522,0.8112385835770684,0.08577710558192839,78.94736842105263,0.0,0.0,-9.636672060206902,9.287129356142954,0.0,0.0,0.0,0.0,0.0,0.0,-0.22029726648225187,-0.17829438209151707,0.0,0.13865402236164628,0.0,0.0,0.0,0.0,0.0,0.0,0.10162104179866742,0.0,0.0,0.1349090580183255,0.07256545176696619,0.07256545176703014,0.11483726268508412,0.1990755409670182,0.061467081027057086,0.0,0.0,0.0,-0.04074460536458706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03650909251662878,0.07351417651671224,-0.049308884766534375
29,LOW UN Equity,13,0.8664298901158678,0.930822158156899,0.11253787027792825,85.29411764705883,0.6489101658294667,0.8768727581293503,0.1524584284252132,88.88888888888889,0.0,0.0,0.0,-6.049210576077046,0.0,0.0,0.0,0.0,0.0,0.2833298722973653,0.0,-0.12623401916126192,0.0,0.0,0.1762593398409647,0.16604372638619386,-0.370915496257286,0.0,0.6884754005195376,0.0,0.0,0.08065832750757966,0.0806583275075795,0.0,0.0,0.0,-0.03907267962033591,0.2934790538871955,0.0,0.0,0.0,0.0,0.0,-0.11647344537292206,0.0,0.0,0.0,-0.06701142869776164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,MCD UN Equity,19,0.8048544935989609,0.8971368310346866,0.08660049196035617,87.75510204081633,0.8403476756317976,0.9192605647758149,0.08899199587661569,92.85714285714286,0.0,0.0,-3.062343405076054,-6.250299519925522,0.0,-0.6927465056764732,0.0,0.0,0.0,0.07267757546152316,0.0,0.0,0.22514925101558853,0.0,0.0,0.0,-0.23816202388774596,0.0,0.06550592107326085,0.10037775581686255,0.0,0.029625478908887115,0.02962547890874634,0.05950280054663255,0.0,0.0,-0.07061845108490025,0.0,0.0,0.0,0.0,-0.10974091552715927,0.0,0.0,0.0,0.034538070439501925,-0.03554752744526824,0.0,0.0,0.0,0.0,0.0,-0.05078356718148247,0.0,0.0,0.0,0.0,0.0,0.058116986887875775,-0.03528048833179142
